"name","ticker","country","listed","exchange","cik","formerly_names","current_name","original_names"
"Cytosorbents Corporation","CTSO","United States",True,"NASDAQ","0001175151","MedaSorb Technologies CORP||GILDER ENTERPRISES INC","Cytosorbents Corp","CytoSorbents, Inc"
"DBV Technologies S.A.","DBVT","France",True,"NASDAQ","0001613780","","DBV Technologies S.A.","DBV Technologies"
"DENTSPLY INTERNATIONAL INC /DE/","XRAY","United States",True,"NASDAQ","0000818479","DENTSPLY INTERNATIONAL INC /DE/","DENTSPLY SIRONA Inc.","Dentsply International"
"DEPOMED INC","DEPO",NULL,False,"NASDAQ","0001005201","DEPOMED INC","Assertio Therapeutics, Inc","Depomed"
"DURECT Corporation","DRRX","United States",True,"NASDAQ","0001082038","","DURECT CORP","Durect"
"DUSA PHARMACEUTICALS INC","DUSA",NULL,False,"NYSE","0000879993","","DUSA PHARMACEUTICALS INC","DUSA Pharmaceuticals, Inc."
"DYNACURE S.A.","DYCU",NULL,False,"NASDAQ","0001830569","Dynacure SAS","DYNACURE S.A.","Dynacure"
"Dare Bioscience","DARE","United States",True,"NASDAQ","0001401914","Cerulean Pharma Inc.||Tempo Pharmaceuticals Inc","Dare Bioscience, Inc.","Dare Bioscience, Inc."
"Daxor Corporation","DXR","United States",True,"NASDAQ","0000027367","","DAXOR CORP","Daxor Corporation"
"Day One Biopharmaceuticals","DAWN","United States",True,"NASDAQ","0001845337","Day One Biopharmaceuticals Holding Co LLC","Day One Biopharmaceuticals, Inc.","Day One Biopharmaceuticals, Inc."
"Decibel Therapeutics","DBTX","United States",True,"NASDAQ","0001656536","","Decibel Therapeutics, Inc.","Decibel Therapeutics"
"Deciphera Pharmaceuticals","DCPH","United States",True,"NASDAQ","0001654151","Deciphera Pharmaceuticals, LLC","Deciphera Pharmaceuticals, Inc.","Deciphera Pharmaceuticals LLC"
"DelMar Pharmaceuticals","DMPI",NULL,False,"NASDAQ","0001498382","Berry Only Inc.||DelMar Pharmaceuticals, Inc.","Kintara Therapeutics, Inc.","DelMar Pharmaceuticals, Inc."
"Delcath Systems","DCTH","United States",True,"NASDAQ","0000872912","DELCATH SYSTEMS INC","DELCATH SYSTEMS, INC.","Delcath Systems Inc."
"Denali Therapeutics","DNLI","United States",True,"NASDAQ","0001714899","","Denali Therapeutics Inc.","Denali Therapeutics Inc."
"DermTech","DMTK","United States",True,"NASDAQ","0001651944","Constellation Alpha Capital Corp.","DermTech, Inc.","DermTech"
"Dermata Therapeutics","DRMA","United States",True,"NASDAQ","0001853816","","Dermata Therapeutics, Inc.","Dermata Therapeutics"
"Dermira","DERM","United States",True,"NASDAQ","0001557883","","Dermira, Inc.","Dermira, Inc."
"DexCom","DXCM","United States",True,"NASDAQ","0001093557","","DEXCOM INC","DexCom, Inc."
"DiaMedica Therapeutics","DMAC","United States",True,"NASDAQ","0001401040","DiaMedica Inc.","DiaMedica Therapeutics Inc.","DiaMedica Therapeutics Inc"
"Dicerna Pharmaceuticals","DRNA","United States",False,"NASDAQ","0001399529","","Dicerna Pharmaceuticals Inc","Dicerna Pharmaceuticals, Inc."
"Diffusion Pharmaceuticals","DFFN","United States",True,"NASDAQ","0001053691","FERIS INTERNATIONAL, INC.||TITAN MOTORCYCLE CO OF AMERICA INC||Stratus Media Group, Inc||RestorGenex Corp","Diffusion Pharmaceuticals Inc.","Diffusion Pharmaceuticals Inc"
"Dipexium Pharmaceuticals","DPRX",NULL,False,"NASDAQ","0001497504","Dipexium Pharmaceuticals, Inc.||Dipexium Pharmaceuticals, LLC","PLx Pharma Inc.","Dipexium Pharmaceuticals, Inc."
"Dova Pharmaceuticals","DOVA",NULL,False,"NASDAQ","0001685071","Dova Pharmaceuticals, Inc.","Dova Pharmaceuticals Inc.","Dova Pharmaceuticals"
"Dr. Reddy's Laboratories","RDY","India",True,"NYSE","0001135951","","DR REDDYS LABORATORIES LTD","Dr. Reddy's Laboratories Limited"
"Dynavax Technologies Corporation","DVAX","United States",True,"NASDAQ","0001029142","","DYNAVAX TECHNOLOGIES CORP","Dynavax Technologies Corporation"
"EDAP TMS S.A.","EDAP","France",True,"NASDAQ","0001041934","","EDAP TMS SA","EDAP TMS S.A."
"ENDO PHARMACEUTICALS HOLDINGS INC","ENDP","Ireland",True,"NASDAQ","0001100962","ENDO PHARMACEUTICALS HOLDINGS INC","ENDO HEALTH SOLUTIONS INC.","Endo Pharmaceuticals"
"ENDOCYTE INC","ECYT",NULL,False,"NASDAQ","0001235007","","ENDOCYTE INC","Endocyte"
"ENDOLOGIX INC /DE/","ELGX",NULL,False,"NASDAQ","0001013606","RADIANCE MEDICAL SYSTEMS INC /DE/||CARDIOVASCULAR DYNAMICS INC","ENDOLOGIX INC /DE/","Endologix"
"ENTELLUS MEDICAL INC","ENTL",NULL,False,"NASDAQ","0001374128","","ENTELLUS MEDICAL INC","Entellus Medical, Inc."
"EPIRUS Biopharmaceuticals","EPRS",NULL,False,"NASDAQ","0001135906","COMBINATORX INC||Zalicus Inc.||COMBINATORX, INC","EPIRUS Biopharmaceuticals, Inc.","Epirus Biopharmaceuticals (Switzerland) GmbH"
"EPIX Pharmaceuticals","EPIX","Canada",True,"NASDAQ","0001027702","EPIX MEDICAL INC","EPIX Pharmaceuticals, Inc.","Epix Pharmaceuticals, Inc."
"EQRx","EQRX","United States",True,"NASDAQ","0001843762","CM Life Sciences III Inc.","EQRx, Inc.","EQRx, Inc."
"Eagle Pharmaceuticals","EGRX","United States",True,"NASDAQ","0000827871","EAGLE PHARMACEUTICALS INC","EAGLE PHARMACEUTICALS, INC.","Eagle Pharmaceuticals, Inc."
"Edesa Biotech","EDSA","United States",True,"NASDAQ","0001540159","Stellar Biotechnologies, Inc.","Edesa Biotech, Inc.","Edesa Biotech Inc."
"Edge Therapeutics","EDGE",NULL,False,"NASDAQ","0001472091","Edge Therapeutics, Inc.","PDS Biotechnology Corp","Edge Therapeutics Inc"
"Edgewise Therapeutics","EWTX","United States",True,"NASDAQ","0001710072","","Edgewise Therapeutics, Inc.","Edgewise Therapeutics, Inc."
"Editas Medicine","EDIT","United States",True,"NASDAQ","0001650664","","Editas Medicine, Inc.","Editas Medicine, Inc."
"Edwards Lifesciences Corporation","EW","United States",True,"NYSE","0001099800","CVG CONTROLLED INC","Edwards Lifesciences Corp","Edwards Lifesciences;Edwards (Shanghai) Lifesciences Medical Supplies Co., Ltd."
"Egalet Corp","EGLT",NULL,False,"NASDAQ","0001586105","Egalet Corp","Zyla Life Sciences","Egalet Ltd"
"Eidos Therapeutics","EIDX",NULL,False,"NASDAQ","0001731831","","Eidos Therapeutics, Inc.","Eidos Therapeutics"
"Eiger BioPharmaceuticals","EIGR","United States",True,"NASDAQ","0001305253","Celladon Corp","Eiger BioPharmaceuticals, Inc.","Eiger BioPharmaceuticals"
"Ekso Bionics Holdings","EKSO","United States",True,"NASDAQ","0001549084","PN Med Group Inc","EKSO BIONICS HOLDINGS, INC.","Ekso Bionics"
"Elbit Systems","ESLT","Israel",True,"NASDAQ","0001027664","","ELBIT SYSTEMS LTD","Elbit Systems LTD"
"Electromed","ELMD","United States",True,"AMEX","0001488917","","Electromed, Inc.","Electromed, Inc."
"Eledon Pharmaceuticals","ELDN","United States",True,"NASDAQ","0001404281","Novus Therapeutics, Inc.||Tokai Pharmaceuticals Inc","Eledon Pharmaceuticals, Inc.","Eledon Pharmaceuticals"
"Elevation Oncology","ELEV","United States",True,"NASDAQ","0001783032","14ner Oncology, Inc.","Elevation Oncology, Inc.","Elevation Oncology"
"Eleven Biotherapeutics","EBIO",NULL,False,"NASDAQ","0001485003","Eleven Biotherapeutics, Inc.","Sesen Bio, Inc.","Eleven Biotherapeutics"
"Eli Lilly and Company","LLY","United States",True,"NYSE","0000059478","LILLY ELI & CO||LILLY ELI & CO ET AL","ELI LILLY & Co","Eli Lilly and Company"
"Elicio Therapeutics","ELTX",NULL,False,"NASDAQ","0001555192","Vedantra Pharmaceuticals, Inc.","Elicio Therapeutics, Inc.","Elicio Therapeutics"
"Eliem Therapeutics","ELYM","United States",True,"NASDAQ","0001768446","","Eliem Therapeutics, Inc.","Eliem Therapeutics (UK) Ltd."
"Eloxx Pharmaceuticals","ELOX","United States",True,"NASDAQ","0001035354","SENESCO TECHNOLOGIES INC||NAVA LEISURE USA INC||Sevion Therapeutics, Inc.","Eloxx Pharmaceuticals, Inc.","Eloxx Pharmaceuticals, Inc."
"Emergent Biosolutions","EBS","United States",True,"NYSE","0001367644","","Emergent BioSolutions Inc.","Emergent BioSolutions"
"Enanta Pharmaceuticals","ENTA","United States",True,"NASDAQ","0001177648","","ENANTA PHARMACEUTICALS INC","Enanta Pharmaceuticals"
"EndoChoice Holdings","GI",NULL,False,"NYSE","0001623919","ECPM Holdings, LLC","EndoChoice Holdings, Inc.","EndoChoice Inc."
"Enlivex Therapeutics","ENLV","Israel",True,"NASDAQ","0001596812","BIO BLAST PHARMA LTD.||Bioblast Pharma Ltd.","Enlivex Therapeutics Ltd.","Enlivex Therapeutics Ltd."
"Ensysce Biosciences","ENSC","United States",True,"NASDAQ","0001716947","Leisure Acquisition Corp.","Ensysce Biosciences, Inc.","Ensysce Biosciences"
"Entasis Therapeutics Holdings","ETTX","United States",True,"NASDAQ","0001724344","Entasis Therapeutics Ltd","Entasis Therapeutics Holdings Inc.","Entasis Therapeutics"
"Entera Bio","ENTX","Israel",True,"NASDAQ","0001638097","","Entera Bio Ltd.","Entera Bio Ltd."
"Entrada Therapeutics","TRDA","United States",True,"NASDAQ","0001689375","CycloPorters, Inc.","Entrada Therapeutics, Inc.","Entrada Therapeutics, Inc."
"Enzymotec","ENZY",NULL,False,"NASDAQ","0001578809","","Enzymotec Ltd.","Enzymotec"
"Epizyme","EPZM","United States",True,"NASDAQ","0001571498","","Epizyme, Inc.","Epizyme, Inc."
"Equillium","EQ","United States",True,"NASDAQ","0001746466","","Equillium, Inc.","Equillium"
"Erasca","ERAS","United States",True,"NASDAQ","0001761918","","Erasca, Inc.","Erasca, Inc."
"Erytech Pharma S.A.","ERYP","France",True,"NASDAQ","0001624422","Erytech Pharma","Erytech Pharma S.A.","ERYtech Pharma"
"Esperion Therapeutics","ESPR","United States",True,"NASDAQ","0001434868","HDL THERAPEUTICS INC","Esperion Therapeutics, Inc.","Esperion Therapeutics, Inc."
"Evaxion Biotech A/S","EVAX","Denmark",True,"NASDAQ","0001828253","","Evaxion Biotech A/S","Evaxion Biotech A/S"
"Evelo Biosciences","EVLO","United States",True,"NASDAQ","0001694665","","Evelo Biosciences, Inc.","Evelo Biosciences, Inc."
"Evofem Biosciences","EVFM","United States",True,"NASDAQ","0001618835","Neothetics, Inc.","Evofem Biosciences, Inc.","Evofem Inc."
"Evoke Pharma","EVOK","United States",True,"NASDAQ","0001403708","","Evoke Pharma Inc","Evoke Pharma"
"Evolus","EOLS","United States",True,"NASDAQ","0001570562","","Evolus, Inc.","Evolus, Inc."
"Exact Sciences Corporation","EXAS","United States",True,"NASDAQ","0001124140","EXACT CORP","EXACT SCIENCES CORP","Exact Sciences Corporation"
"Exactech","EXAC",NULL,False,"NASDAQ","0000913165","","EXACTECH INC","Exactech"
"Exelixis","EXEL","United States",True,"NASDAQ","0000939767","EXELIXIS INC","EXELIXIS, INC.","Exelixis"
"Exicure","XCUR","United States",True,"NASDAQ","0001698530","Max-1 Acquisition Corp","EXICURE, INC.","Exicure, Inc."
"Exscientia","EXAI","United Kingdom",True,"NASDAQ","0001865408","Exscientia Ltd","Exscientia plc","Exscientia Limited"
"EyePoint Pharmaceuticals","EYPT","United States",True,"NASDAQ","0001314102","pSivida Corp.||pSivida LTD","EyePoint Pharmaceuticals, Inc.","EyePoint Pharmaceuticals, Inc."
"Eyegate Pharmaceuticals, Inc.","EYEG",NULL,False,"NASDAQ","0001372514","EYEGATE PHARMACEUTICALS INC","KIORA PHARMACEUTICALS INC","Eyegate Pharmaceuticals, Inc."
"Eyenovia","EYEN","United States",True,"NASDAQ","0001682639","","EYENOVIA, INC.","Eyenovia Inc."
"F-star Therapeutics","FSTX","United Kingdom",True,"NASDAQ","0001566373","Spring Bank Pharmaceuticals, Inc.","F-star Therapeutics, Inc.","F-star Therapeutics, Inc."
"FACET BIOTECH CORP","FACT","United States",True,"NYSE","0001441848","FACET BIOTECH CORP||Biotech Spinco, Inc.","ABBOTT BIOTHERAPEUTICS CORP","Facet Biotech"
"FIVE PRIME THERAPEUTICS","FPRX",NULL,False,"NASDAQ","0001175505","FIVE PRIME THERAPEUTICS INC","FIVE PRIME THERAPEUTICS, INC.","Five Prime Therapeutics, Inc."
"FSD Pharma","HUGE","Canada",True,"NASDAQ","0001771885","","FSD Pharma Inc.","FSD Pharma, Inc."
"Fate Therapeutics","FATE","United States",True,"NASDAQ","0001434316","","FATE THERAPEUTICS INC","Fate Therapeutics"
"Femasys","FEMY","United States",True,"NASDAQ","0001339005","","FEMASYS INC","Femasys Inc."
"FibroGen","FGEN","United States",True,"NASDAQ","0000921299","","FIBROGEN INC","FibroGen"
"First Wave BioPharma","FWBI",NULL,True,"NASDAQ","0001604191","AzurRx BioPharma, Inc.||BioPharma d'Azur, Inc.","First Wave BioPharma, Inc.","AzurRx BioPharma, Inc."
"Fitbit Inc","FIT",NULL,False,"NYSE","0001447599","FITBIT INC","FITBIT, INC.","Fitbit Inc"
"Flex Pharma","FLKS",NULL,False,"NASDAQ","0001615219","Flex Pharma, Inc.","Salarius Pharmaceuticals, Inc.","Flex Pharma, Inc."
"Flexion Therapeutics","FLXN",NULL,False,"NASDAQ","0001419600","","Flexion Therapeutics Inc","Flexion Therapeutics, Inc."
"Foamix Pharmaceuticals","FOMX",NULL,False,"NASDAQ","0001606645","Foamix Ltd.","Foamix Pharmaceuticals Ltd.","Foamix Ltd."
"Foghorn Therapeutics","FHTX","United States",True,"NASDAQ","0001822462","","Foghorn Therapeutics Inc.","Foghorn Therapeutics Inc."
"Forest Laboratories LLC","FRX",NULL,False,"NYSE","0000038074","Tango Merger Sub 2 LLC||FOREST LABORATORIES INC","Forest Laboratories, LLC","Forest Laboratories"
"Forma Therapeutics Holdings","FMTX","United States",True,"NASDAQ","0001538927","Forma Therapeutics Holdings LLC||Forma Therapeutics Holdings, Inc.,","Forma Therapeutics Holdings, Inc.","Forma Therapeutics, Inc."
"Forte Biosciences","FBRX","United States",True,"NASDAQ","0001419041","Tocagen Inc","Forte Biosciences, Inc.","Forte Biosciences, Inc."
"Forward Pharma A/S","FWP","Denmark",True,"NASDAQ","0001604924","","Forward Pharma A/S","Forward Pharmaceuticals Co., Ltd."
"Foundation Medicine","FMI",NULL,False,"NASDAQ","0001488613","","Foundation Medicine, Inc.","Foundation Medicine"
"Freeline Therapeutics Holdings","FRLN","United Kingdom",True,"NASDAQ","0001810031","Freeline Therapeutics Holdings Ltd","Freeline Therapeutics Holdings plc","Freeline Therapeutics"
"Frequency Therapeutics","FREQ","United States",True,"NASDAQ","0001703647","","Frequency Therapeutics, Inc.","Frequency Therapeutics"
"Fulcrum Therapeutics","FULC","United States",True,"NASDAQ","0001680581","","Fulcrum Therapeutics, Inc.","Fulcrum Therapeutics"
"Fusion Pharmaceuticals","FUSN","Canada",True,"NASDAQ","0001805890","","Fusion Pharmaceuticals Inc.","Fusion Pharmaceuticals Inc."
"G1 Therapeutics","GTHX","United States",True,"NASDAQ","0001560241","G-Zero Therapeutics, Inc.","G1 Therapeutics, Inc.","G1 Therapeutics, Inc."
"GEN PROBE INC","GPRO","United States",True,"NASDAQ","0000820237","","GEN PROBE INC","Gen-Probe, Incorporated"
"GENENTECH INC","DNA","United States",True,"NYSE","0000318771","","GENENTECH INC","Genentech, Inc."
"GENFIT S.A.","GNFT","France",True,"NASDAQ","0001757064","","Genfit S.A.","Genfit"
"GENOMIC HEALTH INC","GHDX",NULL,False,"NASDAQ","0001131324","","GENOMIC HEALTH INC","Genomic Health, Inc."
"GENTA INC DE/","GNTA","Italy",True,"NASDAQ","0000880643","GENTA INCORPORATED /DE/","GENTA INC DE/","Genta Incorporated"
"GENVEC INC","GNVC",NULL,False,"NASDAQ","0000934473","","GENVEC INC","GenVec"
"GH Research PLC","GHRS","Ireland",True,"NASDAQ","0001855129","","GH Research PLC","GH Research Limited"
"GT Biopharma","GTBP","United States",True,"NASDAQ","0000109657","OXIS INTERNATIONAL INC","GT Biopharma, Inc.","GT Biopharma, Inc."
"GW PHARMACEUTICALS PLC","GWPH",NULL,False,"NASDAQ","0001351288","","GW PHARMACEUTICALS PLC","GW Pharmaceuticals Ltd."
"Galapagos NV","GLPG","Belgium",True,"NASDAQ","0001421876","","GALAPAGOS NV","Galapagos NV"
"Galectin Therapeutics","GALT","United States",True,"NASDAQ","0001133416","PRO PHARMACEUTICALS INC","GALECTIN THERAPEUTICS INC","Galectin Therapeutics Inc."
"Galena Biopharma","GALE",NULL,False,"NASDAQ","0001390478","Galena Biopharma, Inc.||RXI PHARMACEUTICALS CORP||GALENA BIOPHARMA, INC.","SELLAS Life Sciences Group, Inc.","Galena Biopharma, Inc."
"Galera Therapeutics","GRTX","United States",True,"NASDAQ","0001563577","","Galera Therapeutics, Inc.","Galera Therapeutics, Inc."
"Galmed Pharmaceuticals","GLMD","Israel",True,"NASDAQ","0001595353","","Galmed Pharmaceuticals Ltd.","Galmed Pharmaceuticals Ltd"
"Gamida Cell","GMDA","Israel",True,"NASDAQ","0001600847","","Gamida Cell Ltd.","Gamida Cell ltd"
"Gelesis Holdings","GLS","",True,"NYSE","0001805087","CAPSTAR SPECIAL PURPOSE ACQUISITION CORP.","GELESIS HOLDINGS, INC.","Gelesis, Inc."
"Gemini Therapeutics","GMTX","United States",True,"NASDAQ","0001816736","FS Development Corp.","Gemini Therapeutics, Inc. /DE","Gemini Therapeutics, Inc."
"GenMark Diagnostics","GNMK",NULL,False,"NASDAQ","0001487371","","GenMark Diagnostics, Inc.","GenMark Diagnostics"
"Genenta Science S.p.A.","GNTA","Italy",True,"NASDAQ","0001838716","Genenta Science S.r.l.","Genenta Science S.p.A.","Genenta Science"
"General Mills","GIS","United States",True,"NYSE","0000040704","","GENERAL MILLS INC","General Mills"
"Genmab A/S","GMAB","Denmark",True,"NASDAQ","0001434265","","GENMAB A/S","Genmab"
"Genocea Biosciences","GNCA","United States",True,"NASDAQ","0001457612","GENOCEA BIOSCIENCES INC","GENOCEA BIOSCIENCES, INC.","Genocea Biosciences, Inc."
"Genprex","GNPX","United States",True,"NASDAQ","0001595248","","Genprex, Inc.","Genprex, Inc."
"GeoVax Labs","GOVX","United States",True,"NASDAQ","0000832489","DAUPHIN TECHNOLOGY INC","GeoVax Labs, Inc.","GeoVax, Inc."
"Geron Corporation","GERN","United States",True,"NASDAQ","0000886744","GERON CORPORATION","GERON CORP","Geron Corporation"
"Gilead Sciences","GILD","United States",True,"NASDAQ","0000882095","","GILEAD SCIENCES INC","Gilead Sciences"
"Glaukos Corporation","GKOS","United States",True,"NYSE","0001192448","","GLAUKOS Corp","Glaukos Corporation"
"GlaxoSmithKline PLC","GSK","United Kingdom",True,"NYSE","0001131399","","GLAXOSMITHKLINE PLC","GlaxoSmithKline"
"Global Blood Therapeutics","GBT","United States",True,"NASDAQ","0001629137","","Global Blood Therapeutics, Inc.","Global Blood Therapeutics"
"Globus Medical","GMED","United States",True,"NYSE","0001237831","","GLOBUS MEDICAL INC","Globus Medical Inc"
"GlycoMimetics","GLYC","United States",True,"NASDAQ","0001253689","","GLYCOMIMETICS INC","GlycoMimetics Incorporated"
"Graphite Bio","GRPH","United States",True,"NASDAQ","0001815776","","Graphite Bio, Inc.","Graphite Bio, Inc."
"Graybug Vision","GRAY","United States",True,"NASDAQ","0001534133","GRAYBUG, Inc.||GRAYBUG LLC","GRAYBUG VISION, INC.","Graybug Vision"
"Gritstone Oncology","GRTS","United States",True,"NASDAQ","0001656634","Gritstone Oncology, Inc.","Gritstone bio, Inc.","Gritstone Oncology, Inc."
"Gritstone bio","GRTS","United States",True,"NASDAQ","0001656634","Gritstone Oncology, Inc.","Gritstone bio, Inc.","Gritstone Oncology, Inc."
"Guardant Health","GH","United States",True,"NASDAQ","0001576280","","Guardant Health, Inc.","Guardant Health, Inc."
"Guardion Health Sciences","GHSI","United States",True,"NASDAQ","0001642375","Guardion Health Sciences, LLC","Guardion Health Sciences, Inc.","Guardion Health Sciences, Inc."
"Gyroscope Therapeutics Holdings","VISN",NULL,False,"NASDAQ","0001837620","Gyroscope Therapeutics Holdings Ltd","Gyroscope Therapeutics Holdings plc","Gyroscope Therapeutics Limited"
"HANSEN MEDICAL INC","HNSN",NULL,False,"NASDAQ","0001276591","","HANSEN MEDICAL INC","Hansen Medical"
"HISTOGENICS CORP","HSGX",NULL,False,"NASDAQ","0001372299","HISTOGENICS CORP","Ocugen, Inc.","Histogenics Corporation"
"HUTCHINSON TECHNOLOGY INC","HTCH",NULL,False,"NASDAQ","0000772897","","HUTCHINSON TECHNOLOGY INC","Hutchinson Technology Inc"
"Habit Restaurants","HABT",NULL,False,"NASDAQ","0001617977","","Habit Restaurants, Inc.","Habit, LLC"
"Haemonetics Corporation","HAE","United States",True,"NYSE","0000313143","","HAEMONETICS CORP","Haemonetics Corporation"
"Halozyme Therapeutics","HALO","United States",True,"NASDAQ","0001159036","GLOBAL YACHT SERVICES INC||HALOZYME THERAPEUTICS INC","HALOZYME THERAPEUTICS, INC.","Halozyme Therapeutics"
"Halyard Health","HYH",NULL,False,"NYSE","0001606498","Halyard Health, Inc.","AVANOS MEDICAL, INC.","Halyard Health"
"Harmony Biosciences Holdings","HRMY","United States",True,"NASDAQ","0001802665","","Harmony Biosciences Holdings, Inc.","Harmony Biosciences, LLC"
"Harpoon Therapeutics","HARP","United States",True,"NASDAQ","0001708493","","Harpoon Therapeutics, Inc.","Harpoon Therapeutics"
"Heat Biologics","HTBX","United States",True,"NASDAQ","0001476963","","HEAT BIOLOGICS, INC.","Heat Biologics"
"Hepion Pharmaceuticals","HEPA","United States",True,"NASDAQ","0001583771","ContraVir Pharmaceuticals, Inc.","Hepion Pharmaceuticals, Inc.","Hepion Pharmaceuticals, Inc."
"Heron Therapeutics","HRTX","United States",True,"NASDAQ","0000818033","AP PHARMA INC /DE/||ADVANCED POLYMER SYSTEMS INC /DE/","HERON THERAPEUTICS, INC. /DE/","Heron Therapeutics"
"Hill-Rom Holdings","HRC",NULL,False,"NYSE","0000047518","HILLENBRAND INDUSTRIES INC","Hill-Rom Holdings, Inc.","Hill-Rom"
"Histogen","HSTO","United States",True,"NASDAQ","0001383701","Conatus Pharmaceuticals Inc.||Conatus Pharmaceuticals Inc","Histogen Inc.","Histogen"
"Hologic","HOLX","United States",True,"NASDAQ","0000859737","","HOLOGIC INC","Hologic, Inc."
"Homology Medicines","FIXX","United States",True,"NASDAQ","0001661998","","Homology Medicines, Inc.","Homology Medicines, Inc"
"Horizon Therapeutics Public","HZNP","Ireland",True,"NASDAQ","0001492426","HORIZON PHARMA, INC.||Horizon Pharma plc","Horizon Therapeutics Public Ltd Co","Horizon Therapeutics, LLC"
"Hoth Therapeutics","HOTH","United States",True,"NASDAQ","0001711786","","Hoth Therapeutics, Inc.","Hoth Therapeutics, Inc."
"Huami Corp","HMI",NULL,False,"NYSE","0001720446","Huami Corp","Zepp Health Corp","Huami Corporation"
"Humacyte","HUMA","United States",True,"NASDAQ","0001818382","Alpha Healthcare Acquisition Corp.","Humacyte, Inc.","Humacyte, Inc."
"Humana","HUM","United States",True,"NYSE","0000049071","","HUMANA INC","Humana Inc.;Humana Co.Ltd."
"Humanigen","HGEN","United States",True,"NASDAQ","0001293310","KALOBIOS PHARMACEUTICALS INC","HUMANIGEN, INC","Humanigen, Inc."
"ICN PHARMACEUTICALS INC","ICN",NULL,False,"NYSE","0000930184","ICN MERGER CORP||ICN PHARMACEUTICALS INC","VALEANT PHARMACEUTICALS INTERNATIONAL","ICN Pharmaceuticals"
"IDEAYA Biosciences","IDYA","United States",True,"NASDAQ","0001676725","","IDEAYA Biosciences, Inc.","IDEAYA Biosciences"
"IGM Biosciences","IGMS","United States",True,"NASDAQ","0001496323","Palingen, Inc.","IGM Biosciences, Inc.","IGM Biosciences, Inc."
"IMAC Holdings","IMAC","United States",True,"NASDAQ","0001729944","IMAC HOLDINGS LLC","IMAC Holdings, Inc.","IMAC Holdings, Inc."
"IMARA","IMRA","United States",True,"NASDAQ","0001672619","","IMARA Inc.","Imara, Inc."
"IMARX THERAPEUTICS INC","IMRX","United States",True,"NASDAQ","0001123695","","IMARX THERAPEUTICS INC","ImaRx Therapeutics"
"IMMUNE DESIGN CORP.","IMDZ",NULL,False,"NASDAQ","0001437786","VACCSYS INC","IMMUNE DESIGN CORP.","Immune Design"
"IMMUNE PHARMACEUTICALS INC","IMNP",NULL,False,"NASDAQ","0001208261","EPICEPT CORP","IMMUNE PHARMACEUTICALS INC","Immune Pharmaceuticals"
"IMMUNOMEDICS INC","IMMU",NULL,False,"NASDAQ","0000722830","","IMMUNOMEDICS INC","Immunomedics, Inc."
"INNOVUS PHARMACEUTICALS","INNV","United States",True,"NASDAQ","0001411879","North Horizon, Inc.","INNOVUS PHARMACEUTICALS, INC.","Innovus Pharmaceuticals, Inc."
"INTENSITY THERAPEUTICS","INTS",NULL,False,"NASDAQ","0001567264","","INTENSITY THERAPEUTICS, INC.","Intensity Therapeutics, Inc."
"INTROGEN THERAPEUTICS INC","INGN","United States",True,"NASDAQ","0001018710","","INTROGEN THERAPEUTICS INC","Introgen Therapeutics"
"INVO BioScience","INVO","United States",True,"NASDAQ","0001417926","EMY'S SALSA AJI DISTRIBUTION COMPANY, INC.","INVO Bioscience, Inc.","INVO Bioscience, Inc."
"INmune Bio","INMB","United States",True,"NASDAQ","0001711754","","Inmune Bio, Inc.","Inmune Bio, Inc."
"IO Biotech","IOBT","Denmark",True,"NASDAQ","0001865494","","IO Biotech, Inc.","IO Biotech"
"IVERIC bio","ISEE","United States",True,"NASDAQ","0001410939","Ophthotech Corp.","IVERIC bio, Inc.","IVERIC bio, Inc."
"IceCure Medical","ICCM","Israel",True,"NASDAQ","0001584371","","IceCure Medical Ltd.","IceCure Medical Ltd."
"Idera Pharmaceuticals","IDRA","United States",True,"NASDAQ","0000861838","HYBRIDON INC","IDERA PHARMACEUTICALS, INC.","Idera Pharmaceuticals, Inc."
"Ikena Oncology","IKNA","United States",True,"NASDAQ","0001835579","","Ikena Oncology, Inc.","Ikena Oncology"
"Illumina","ILMN","United States",True,"NASDAQ","0001110803","ILLUMINA INC","ILLUMINA, INC.","Illumina, Inc."
"Imago BioSciences","IMGO","United States",True,"NASDAQ","0001623715","","Imago BioSciences, Inc.","Imago BioSciences,Inc."
"ImmunityBio","IBRX","United States",True,"NASDAQ","0001326110","NantKwest, Inc.||ZelleRx Corp||Conkwest, Inc.","ImmunityBio, Inc.","ImmunityBio, Inc."
"ImmunoGen","IMGN","United States",True,"NASDAQ","0000855654","IMMUNOGEN INC","ImmunoGen, Inc.","ImmunoGen, Inc."
"Immunocore Holdings","IMCR","United Kingdom",True,"NASDAQ","0001671927","Immunocore Ltd","Immunocore Holdings plc","Immunocore Ltd"
"Immuron","IMRN","Australia",True,"NASDAQ","0001660046","","Immuron Ltd","Immuron Ltd."
"Impax Laboratories LLC","IPXL",NULL,False,"NASDAQ","0001003642","IMPAX LABORATORIES INC||GLOBAL PHARMACEUTICAL CORP \DE\","Impax Laboratories, LLC","Impax Laboratories, LLC"
"Impel NeuroPharma","IMPL","United States",True,"NASDAQ","0001445499","","IMPEL NEUROPHARMA INC","Impel NeuroPharma Inc."
